hierarchy	system	code	fsn	version	preferred	acceptable	orphanet_map
disorder	http://snomed.info/sct	SNOMEDCT:1208741006	SMARCA4-deficient undifferentiated neoplasm of thorax (disorder)	20240301	SMARCA4-deficient undifferentiated neoplasm of thorax	SMARCA4-deficient undifferentiated tumor of thorax	ORPHA:466962
disorder	http://snomed.info/sct	SNOMEDCT:1208744003	Non-functioning neuroendocrine neoplasm of pancreas (disorder)	20240301	Non-functioning neuroendocrine neoplasm of pancreas	Non-functioning well-differentiated neuroendocrine neoplasm of pancreas	ORPHA:506075
disorder	http://snomed.info/sct	SNOMEDCT:1208745002	Serotonin-producing neuroendocrine neoplasm of pancreas (disorder)	20240301	Serotonin-producing neuroendocrine neoplasm of pancreas		ORPHA:506090
disorder	http://snomed.info/sct	SNOMEDCT:1208746001	Intellectual disability, muscle weakness, short stature, facial dysmorphism syndrome (disorder)	20240301	Intellectual disability, muscle weakness, short stature, facial dysmorphism syndrome		ORPHA:457365
disorder	http://snomed.info/sct	SNOMEDCT:1208747005	Inosine triphosphate pyrophosphohydrolase-related lethal infantile neurological disorder with cataract and cardiac involvement (disorder)	20240301	ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement	Inosine triphosphate pyrophosphohydrolase-related lethal infantile neurological disorder with cataract and cardiac involvement	ORPHA:457375
disorder	http://snomed.info/sct	SNOMEDCT:1208932005	Toxic maculopathy of bilateral eyes caused by antimalarial drug (disorder)	20240301	Toxic maculopathy of bilateral eyes caused by antimalarial drug	Toxic maculopathy caused by antimalarial drug	ORPHA:279894
disorder	http://snomed.info/sct	SNOMEDCT:1208933000	4H leukodystrophy (disorder)	20240301	4H leucodystrophy	POLR-related leucodystrophy	ORPHA:289494
disorder	http://snomed.info/sct	SNOMEDCT:1208934006	Sagliker syndrome (disorder)	20240301	Sagliker syndrome		ORPHA:300493
disorder	http://snomed.info/sct	SNOMEDCT:1208935007	Polymicrogyria due to tubulin beta 2B class IIb mutation (disorder)	20240301	Polymicrogyria due to TUBB2B mutation	Polymicrogyria due to tubulin beta 2B class IIb mutation	ORPHA:300573
disorder	http://snomed.info/sct	SNOMEDCT:1208936008	Congenital ichthyosis, intellectual disability, spastic quadriplegia syndrome (disorder)	20240301	Congenital ichthyosis, intellectual disability, spastic quadriplegia syndrome	ELOVL4 (elongation of very long chain fatty acids-like 4) related neuro ichthyosis	ORPHA:352333
disorder	http://snomed.info/sct	SNOMEDCT:1208937004	Mitochondrial deoxyribonucleic acid depletion syndrome, encephalomyopathic form with variable craniofacial anomalies (disorder)	20240301	Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	Mitochondrial deoxyribonucleic acid depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	ORPHA:369897
disorder	http://snomed.info/sct	SNOMEDCT:1208939001	Progressive myoclonic epilepsy type 7 (disorder)	20240301	Progressive myoclonic epilepsy type 7	EPM7 - epilepsy progressive myoclonic 7	ORPHA:435438
disorder	http://snomed.info/sct	SNOMEDCT:1208985003	Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies (disorder)	20240301	Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies	RHOA (ras homolog family member A) related mosaic ectodermal dysplasia	ORPHA:589608
disorder	http://snomed.info/sct	SNOMEDCT:1208987006	Pleckstrin homology domain interacting protein-related behavioral problems, intellectual disability, obesity, dysmorphic features syndrome (disorder)	20240301	PHIP-related behavioural problems, intellectual disability, obesity, dysmorphic features syndrome	Pleckstrin homology domain interacting protein-related behavioural problems, intellectual disability, obesity, dysmorphic features syndrome	ORPHA:589905
disorder	http://snomed.info/sct	SNOMEDCT:1208998007	Tumor necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome (disorder)	20240301	TRAF7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome	Tumour necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome	ORPHA:592570
disorder	http://snomed.info/sct	SNOMEDCT:1216939003	Progeroid features, hepatocellular carcinoma predisposition syndrome (disorder)	20240301	Progeroid features, hepatocellular carcinoma predisposition syndrome	Ruijs Aalfs syndrome	ORPHA:435953
disorder	http://snomed.info/sct	SNOMEDCT:1216940001	Joint contractures, developmental delay, Pierre Robin syndrome (disorder)	20240301	Joint contractures, developmental delay, Pierre Robin syndrome	5q23 microdeletion syndrome	ORPHA:436003
disorder	http://snomed.info/sct	SNOMEDCT:1216941002	Ketoacidosis due to monocarboxylate transporter-1 deficiency (disorder)	20240301	Ketoacidosis due to monocarboxylate transporter-1 deficiency		ORPHA:438075
disorder	http://snomed.info/sct	SNOMEDCT:1216942009	Cerebral ventriculomegaly, cystic kidney disease (disorder)	20240301	Cerebral ventriculomegaly, cystic kidney disease	Congenital nephrosis, cerebral ventriculomegaly syndrome	ORPHA:443988
disorder	http://snomed.info/sct	SNOMEDCT:1216943004	Mandibulofacial dysostosis with alopecia (disorder)	20240301	Mandibulofacial dysostosis with alopecia	MFDA - mandibulofacial dysostosis with alopecia	ORPHA:443995
disorder	http://snomed.info/sct	SNOMEDCT:1217009002	Primary lymphedema (disorder)	20240301	Primary lymphedema	Primary lymphatic edema	ORPHA:77240
disorder	http://snomed.info/sct	SNOMEDCT:1217207008	Congenital oculomotor nerve palsy (disorder)	20240301	Congenital oculomotor nerve palsy	Congenital third cranial nerve palsy	ORPHA:440221
disorder	http://snomed.info/sct	SNOMEDCT:1217208003	L-ferritin deficiency (disorder)	20240301	L-ferritin deficiency	LFTD - L-ferritin deficiency	ORPHA:440731
disorder	http://snomed.info/sct	SNOMEDCT:1217210001	Hyperostosis cranialis interna (disorder)	20240301	Hyperostosis cranialis interna		ORPHA:443098
disorder	http://snomed.info/sct	SNOMEDCT:1217211002	Postural orthostatic tachycardia syndrome due to norepinephrine transporter deficiency (disorder)	20240301	Postural orthostatic tachycardia syndrome due to norepinephrine transporter deficiency	Postural orthostatic tachycardia syndrome due to NET (norepinephrine transporter) deficiency	ORPHA:443236
disorder	http://snomed.info/sct	SNOMEDCT:1217212009	Mitochondrial pyruvate carrier deficiency (disorder)	20240301	Mitochondrial pyruvate carrier deficiency		ORPHA:447784
disorder	http://snomed.info/sct	SNOMEDCT:1217213004	Idiopathic acroosteolysis of phalanx (disorder)	20240301	Idiopathic acroosteolysis of phalanx	Idiopathic phalangeal acro-osteolysis	ORPHA:444316
disorder	http://snomed.info/sct	SNOMEDCT:1217225001	Klippel-Feil anomaly, myopathy, facial dysmorphism syndrome (disorder)	20240301	Klippel-Feil anomaly, myopathy, facial dysmorphism syndrome		ORPHA:447974
disorder	http://snomed.info/sct	SNOMEDCT:1217226000	Progressive scapulohumeroperoneal distal myopathy (disorder)	20240301	Progressive scapulohumeroperoneal distal myopathy		ORPHA:447977
disorder	http://snomed.info/sct	SNOMEDCT:1217227009	Scedosporiosis (disorder)	20240301	Scedosporiosis		ORPHA:449280
disorder	http://snomed.info/sct	SNOMEDCT:1217228004	X-linked intellectual disability, cerebellar hypoplasia, spondyloepiphyseal dysplasia syndrome (disorder)	20240301	X-linked intellectual disability, cerebellar hypoplasia, spondyloepiphyseal dysplasia syndrome		ORPHA:459070
disorder	http://snomed.info/sct	SNOMEDCT:1217229007	Craniofacial dysplasia, short stature, ectodermal anomalies, intellectual disability syndrome (disorder)	20240301	Craniofacial dysplasia, short stature, ectodermal anomalies, intellectual disability syndrome	Loucks Innes syndrome	ORPHA:459061
disorder	http://snomed.info/sct	SNOMEDCT:1217230002	Cerebellar ataxia with oculomotor apraxia type 4 (disorder)	20240301	Cerebellar ataxia with oculomotor apraxia type 4	AOA4 - ataxia, oculomotor apraxia type 4	ORPHA:459033
disorder	http://snomed.info/sct	SNOMEDCT:1217367007	Phospholipase A2 activating protein-associated neurodevelopmental disorder (disorder)	20240301	PLAA-associated neurodevelopmental disorder	Phospholipase A2 activating protein-associated neurodevelopmental disorder	ORPHA:521426
disorder	http://snomed.info/sct	SNOMEDCT:1217370006	Laminin subunit alpha 5-related multisystemic syndrome (disorder)	20240301	LAMA5-related multisystemic syndrome	Laminin subunit alpha 5-related multisystemic syndrome	ORPHA:521450
disorder	http://snomed.info/sct	SNOMEDCT:1217371005	Infantile hypotonia, oculomotor anomalies, hyperkinetic movements, developmental delay syndrome (disorder)	20240301	Infantile hypotonia, oculomotor anomalies, hyperkinetic movements, developmental delay syndrome	Baker Gordon syndrome	ORPHA:522077
disorder	http://snomed.info/sct	SNOMEDCT:1217372003	Severe myopia, generalized joint laxity, short stature syndrome (disorder)	20240301	Severe myopia, generalized joint laxity, short stature syndrome		ORPHA:527450
disorder	http://snomed.info/sct	SNOMEDCT:1217373008	Diaphragmatic hernia, short bowel, asplenia syndrome (disorder)	20240301	Diaphragmatic hernia, short bowel, asplenia syndrome		ORPHA:527468
disorder	http://snomed.info/sct	SNOMEDCT:1217379007	NK6 homeobox 2-related autosomal recessive hypomyelinating leukodystrophy (disorder)	20240301	NKX6-2-related autosomal recessive hypomyelinating leucodystrophy	NK6 homeobox 2-related autosomal recessive hypomyelinating leucodystrophy	ORPHA:527497
disorder	http://snomed.info/sct	SNOMEDCT:1217380005	Hypohidrosis, electrolyte imbalance, lacrimal gland dysfunction, ichthyosis, xerostomia syndrome (disorder)	20240301	HELIX syndrome	HELIX (hypohidrosis, electrolyte imbalance, lacrimal gland dysfunction, ichthyosis, xerostomia) syndrome	ORPHA:528105
disorder	http://snomed.info/sct	SNOMEDCT:1217381009	Neurodevelopmental delay, seizures, ophthalmic anomalies, osteopenia, cerebellar atrophy syndrome (disorder)	20240301	Neurodevelopmental delay, seizures, ophthalmic anomalies, osteopenia, cerebellar atrophy syndrome	GPAA1-related biosynthesis defect	ORPHA:529665
disorder	http://snomed.info/sct	SNOMEDCT:1217382002	Intellectual disability, autism, speech apraxia, craniofacial dysmorphism syndrome (disorder)	20240301	Intellectual disability, autism, speech apraxia, craniofacial dysmorphism syndrome	Pilarowski Bjornsson syndrome	ORPHA:529965
disorder	http://snomed.info/sct	SNOMEDCT:1217383007	RELA fusion-positive supratentorial ependymoma (disorder)	20240301	RELA fusion-positive supratentorial ependymoma		ORPHA:530792
disorder	http://snomed.info/sct	SNOMEDCT:1217409009	Acquired protein S deficiency (disorder)	20240301	Acquired protein S deficiency		ORPHA:26349
disorder	http://snomed.info/sct	SNOMEDCT:1220568003	Glutamine rich 1-related intellectual disability, chondrodysplasia syndrome (disorder)	20240301	QRICH1-related intellectual disability, chondrodysplasia syndrome	Glutamine rich 1-related intellectual disability, chondrodysplasia syndrome	ORPHA:580940
disorder	http://snomed.info/sct	SNOMEDCT:1220573009	Primary dystonia type 27 (disorder)	20240301	Primary dystonia DYT27 type	Primary dystonia type 27	ORPHA:464440
disorder	http://snomed.info/sct	SNOMEDCT:1220574003	Component of oligomeric golgi complex 6-congenital disorder of glycosylation (disorder)	20240301	COG6-CGD - component of oligomeric golgi complex 6-congenital disorder of glycosylation	Congenital disorder of glycosylation type 2l	ORPHA:464443
disorder	http://snomed.info/sct	SNOMEDCT:1220575002	Fetal encasement syndrome (disorder)	20240301	Fetal encasement syndrome	Cocoon syndrome	ORPHA:465824
disorder	http://snomed.info/sct	SNOMEDCT:1220580006	Isolated neonatal sclerosing cholangitis (disorder)	20240301	Isolated neonatal sclerosing cholangitis		ORPHA:480556
disorder	http://snomed.info/sct	SNOMEDCT:1220589007	Keppen Lubinsky syndrome (disorder)	20240301	Keppen Lubinsky syndrome	Generalized lipodystrophy, progeroid features, severe intellectual disability syndrome	ORPHA:435628
disorder	http://snomed.info/sct	SNOMEDCT:1220590003	Familial chilblain lupus erythematosus (disorder)	20240301	Familial chilblain lupus erythematosus		ORPHA:481662
disorder	http://snomed.info/sct	SNOMEDCT:1220591004	Pediatric collagenous gastritis (disorder)	20240301	Pediatric collagenous gastritis	Childhood-onset collagenous gastritis	ORPHA:487809
disorder	http://snomed.info/sct	SNOMEDCT:1220594007	Pierpont syndrome (disorder)	20240301	Pierpont syndrome	Plantar lipomatosis, facial dysmorphism, developmental delay syndrome	ORPHA:487825
disorder	http://snomed.info/sct	SNOMEDCT:1220595008	Cataract, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, skeletal dysplasia syndrome (disorder)	20240301	Cataract, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, skeletal dysplasia syndrome	CAGSSS - cataract, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, skeletal dysplasia syndrome	ORPHA:436174
disorder	http://snomed.info/sct	SNOMEDCT:1220596009	Microcephalic primordial dwarfism, insulin resistance syndrome (disorder)	20240301	Microcephalic primordial dwarfism, insulin resistance syndrome		ORPHA:436182
disorder	http://snomed.info/sct	SNOMEDCT:1220597000	Retinitis pigmentosa, juvenile cataract, short stature, intellectual disability syndrome (disorder)	20240301	Retinitis pigmentosa, juvenile cataract, short stature, intellectual disability syndrome	Retinal dystrophy, juvenile cataract, short stature syndrome	ORPHA:436245
disorder	http://snomed.info/sct	SNOMEDCT:1220598005	Non-progressive predominantly posterior cavitating leukodystrophy with peripheral neuropathy (disorder)	20240301	Non-progressive predominantly posterior cavitating leucodystrophy with peripheral neuropathy		ORPHA:436271
disorder	http://snomed.info/sct	SNOMEDCT:1220599002	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa (disorder)	20240301	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	PXE-like (pseudoxanthoma elasticum-like) syndrome with retinitis pigmentosa	ORPHA:436274
disorder	http://snomed.info/sct	SNOMEDCT:1220600004	Arginyl-tRNA synthetase 1-related autosomal recessive hypomyelinating leukodystrophy (disorder)	20240301	RARS-related autosomal recessive hypomyelinating leucodystrophy	Arginyl-tRNA synthetase 1-related autosomal recessive hypomyelinating leukodystrophy	ORPHA:438114
disorder	http://snomed.info/sct	SNOMEDCT:1222644009	Autosomal dominant mitochondrial myopathy with exercise intolerance (disorder)	20240301	Autosomal dominant mitochondrial myopathy with exercise intolerance		ORPHA:457050
disorder	http://snomed.info/sct	SNOMEDCT:1222645005	Keratin 1-related diffuse nonepidermolytic palmoplantar keratoderma (disorder)	20240301	KRT1-related diffuse nonepidermolytic keratoderma	Keratin 1-related diffuse nonepidermolytic palmoplantar keratoderma	ORPHA:530838
disorder	http://snomed.info/sct	SNOMEDCT:1222646006	Palmoplantar keratoderma, hereditary motor and sensory neuropathy syndrome (disorder)	20240301	Palmoplantar keratoderma, hereditary motor and sensory neuropathy syndrome	Palmoplantar keratoderma, Charcot-Marie-Tooth syndrome	ORPHA:538574
disorder	http://snomed.info/sct	SNOMEDCT:1222649004	Auditory neuropathy, optic atrophy syndrome (disorder)	20240301	Auditory neuropathy, optic atrophy syndrome		ORPHA:542585
disorder	http://snomed.info/sct	SNOMEDCT:1222655009	Optic atrophy, ataxia, peripheral neuropathy, global developmental delay syndrome (disorder)	20240301	Optic atrophy, ataxia, peripheral neuropathy, global developmental delay syndrome		ORPHA:543470
disorder	http://snomed.info/sct	SNOMEDCT:1222656005	Synaptic Ras GTPase activating protein 1-related developmental and epileptic encephalopathy (disorder)	20240301	SYNGAP1-related developmental and epileptic encephalopathy	Synaptic Ras GTPase activating protein 1-related developmental and epileptic encephalopathy	ORPHA:544254
disorder	http://snomed.info/sct	SNOMEDCT:1222657001	Prune exopolyphosphatase 1-related neurological syndrome (disorder)	20240301	PRUNE1-related neurological syndrome	Prune exopolyphosphatase 1-related neurological syndrome	ORPHA:544469
disorder	http://snomed.info/sct	SNOMEDCT:1222658006	Global developmental delay, alopecia, macrocephaly, facial dysmorphism, structural brain anomalies syndrome (disorder)	20240301	Global developmental delay, alopecia, macrocephaly, facial dysmorphism, structural brain anomalies syndrome	Ornithine decarboxylase deficiency	ORPHA:544488
disorder	http://snomed.info/sct	SNOMEDCT:1222659003	Ring finger protein 13-related severe early-onset epileptic encephalopathy (disorder)	20240301	RNF13-related severe early-onset epileptic encephalopathy	Ring finger protein 13-related severe early-onset epileptic encephalopathy	ORPHA:544503
disorder	http://snomed.info/sct	SNOMEDCT:1222660008	Pancreatic agenesis, holoprosencephaly syndrome (disorder)	20240301	Pancreatic agenesis, holoprosencephaly syndrome		ORPHA:556955
disorder	http://snomed.info/sct	SNOMEDCT:1222661007	Early-onset calcifying leukoencephalopathy, skeletal dysplasia (disorder)	20240301	Early-onset calcifying leucoencephalopathy, skeletal dysplasia		ORPHA:556985
disorder	http://snomed.info/sct	SNOMEDCT:1222662000	Neonatal epileptic encephalopathy due to deficiency of glutaminase (disorder)	20240301	Neonatal epileptic encephalopathy due to glutaminase deficiency	Neonatal epileptic encephalopathy due to deficiency of glutaminase	ORPHA:557064
disorder	http://snomed.info/sct	SNOMEDCT:1222666002	Ephrin receptor B4-related lymphatic-related hydrops fetalis (disorder)	20240301	EPHB4-related lymphatic-related hydrops fetalis	EPHB4-related generalized lymphatic dysplasia with atrial septal defect	ORPHA:568065
disorder	http://snomed.info/sct	SNOMEDCT:1222667006	Piezo type mechanosensitive ion channel component 1-related generalized lymphatic dysplasia with non-immune hydrops fetalis (disorder)	20240301	PIEZO1-related generalised lymphatic dysplasia with non-immune hydrops fetalis	Piezo type mechanosensitive ion channel component 1-related generalized lymphatic dysplasia with non-immune hydrops fetalis	ORPHA:568062
disorder	http://snomed.info/sct	SNOMEDCT:1222668001	Cadherin EGF LAG seven-pass G-type receptor 1-related late-onset primary lymphedema (disorder)	20240301	CELSR1-related late-onset primary lymphoedema	Cadherin EGF LAG seven-pass G-type receptor 1-related late-onset primary lymphoedema	ORPHA:569816
disorder	http://snomed.info/sct	SNOMEDCT:1222669009	Congenital primary lymphedema of Gordon (disorder)	20240301	Congenital primary lymphedema of Gordon	VEGFC-related congenital primary lymphedema	ORPHA:569821
disorder	http://snomed.info/sct	SNOMEDCT:1222670005	Gap junction protein gamma 2-related late-onset primary lymphedema (disorder)	20240301	GJC2-related late-onset primary lymphedema	Gap junction protein gamma 2-related late-onset primary lymphoedema	ORPHA:568051
disorder	http://snomed.info/sct	SNOMEDCT:1222671009	3-methylglutaconic aciduria type 8 (disorder)	20240301	3-methylglutaconic aciduria type 8		ORPHA:505208
disorder	http://snomed.info/sct	SNOMEDCT:1222672002	3-methylglutaconic aciduria type 9 (disorder)	20240301	3-methylglutaconic aciduria type 9	3-methylglutaconic aciduria, epilepsy, spasticity, severe intellectual disability syndrome	ORPHA:505216
disorder	http://snomed.info/sct	SNOMEDCT:1222675000	Primary desmosis coli (disorder)	20240301	Primary desmosis coli	Aplastic desmosis coli	ORPHA:565641
disorder	http://snomed.info/sct	SNOMEDCT:1222676004	Mueller Weiss syndrome (disorder)	20240301	Mueller Weiss syndrome	Mueller Weiss osteonecrosis of tarsal bone	ORPHA:566943
disorder	http://snomed.info/sct	SNOMEDCT:1222677008	Interstitial lung disease due to surfactant protein C deficiency (disorder)	20240301	Interstitial lung disease due to surfactant protein C deficiency	Interstitial lung disease due to SP-C (surfactant protein C) deficiency	ORPHA:440392
disorder	http://snomed.info/sct	SNOMEDCT:1222678003	Interstitial lung disease due to ATP-binding cassette subfamily A member 3 deficiency (disorder)	20240301	Interstitial lung disease due to ABCA3 deficiency	Interstitial lung disease due to ABCA3 (ATP-binding cassette subfamily A member 3) deficiency	ORPHA:440402
disorder	http://snomed.info/sct	SNOMEDCT:1222679006	Autoimmune interstitial lung disease, arthritis syndrome (disorder)	20240301	Autoimmune interstitial lung disease, arthritis syndrome	COPA (coatomer protein complex subunit alpha) syndrome	ORPHA:444092
disorder	http://snomed.info/sct	SNOMEDCT:1222680009	Combined oxidative phosphorylation defect type 24 (disorder)	20240301	Combined oxidative phosphorylation defect type 24	COXPD24 - combined oxidative phosphorylation defect type 24	ORPHA:444458
disorder	http://snomed.info/sct	SNOMEDCT:1222681008	Autoimmune hemolytic anemia, autoimmune thrombocytopenia, primary immunodeficiency syndrome (disorder)	20240301	Autoimmune haemolytic anaemia, autoimmune thrombocytopenia, primary immunodeficiency syndrome	Tripeptidyl-peptidase II deficiency	ORPHA:444463
disorder	http://snomed.info/sct	SNOMEDCT:1222704008	Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy (disorder)	20240301	Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy		ORPHA:538096
disorder	http://snomed.info/sct	SNOMEDCT:1222705009	Familial multiple discoid fibroma (disorder)	20240301	Familial multiple discoid fibroma	Familial multiple trichodiscoma	ORPHA:538756
disorder	http://snomed.info/sct	SNOMEDCT:1222706005	Anterior maxillary protrusion, strabismus, intellectual disability syndrome (disorder)	20240301	Anterior maxillary protrusion, strabismus, intellectual disability syndrome	MRAMS syndrome	ORPHA:562559
disorder	http://snomed.info/sct	SNOMEDCT:1222708006	Transmembrane protein 94-associated congenital heart defect, facial dysmorphism, developmental delay syndrome (disorder)	20240301	TMEM94-associated congenital heart defect, facial dysmorphism, developmental delay syndrome	Transmembrane protein 94-associated congenital heart defect, facial dysmorphism, developmental delay syndrome	ORPHA:562569
disorder	http://snomed.info/sct	SNOMEDCT:1222709003	Syndromic congenital sodium diarrhea (disorder)	20240301	Syndromic congenital sodium diarrhoea	Syndromic congenital tufting enteropathy	ORPHA:563708
disorder	http://snomed.info/sct	SNOMEDCT:1222710008	Neurodevelopmental disorder, craniofacial dysmorphism, cardiac defect, skeletal anomalies syndrome (disorder)	20240301	Neurodevelopmental disorder, craniofacial dysmorphism, cardiac defect, skeletal anomalies syndrome	Au Kline syndrome	ORPHA:453499
disorder	http://snomed.info/sct	SNOMEDCT:1228842003	Primary cutaneous plasmacytosis (disorder)	20240301	Primary cutaneous plasmacytosis		ORPHA:451602
disorder	http://snomed.info/sct	SNOMEDCT:1228843008	Anti-p200 pemphigoid (disorder)	20240301	Anti-p200 pemphigoid		ORPHA:454710
disorder	http://snomed.info/sct	SNOMEDCT:1228844002	1p35.2 microdeletion syndrome (disorder)	20240301	1p35.2 microdeletion syndrome	Monosomy 1p35.2	ORPHA:456298
disorder	http://snomed.info/sct	SNOMEDCT:1228849007	Polyglucosan body myopathy type 2 (disorder)	20240301	Polyglucosan body myopathy type 2	PGBM2 - polyglucosan body myopathy type 2	ORPHA:456369
disorder	http://snomed.info/sct	SNOMEDCT:1228857005	Progressive myoclonic epilepsy type 9 (disorder)	20240301	Progressive myoclonic epilepsy type 9	PME (progressive myoclonic epilepsy) type 9	ORPHA:457265
disorder	http://snomed.info/sct	SNOMEDCT:1228858000	Complex lethal osteochondrodysplasia (disorder)	20240301	Complex lethal osteochondrodysplasia	Complex lethal osteochondrodysplasia Symoens Barnes Gistelinck type	ORPHA:457378
disorder	http://snomed.info/sct	SNOMEDCT:1228859008	Mixed cystic lymphatic malformation (disorder)	20240301	Mixed cystic lymphatic malformation	Mixed cystic lymphangioma	ORPHA:458792
disorder	http://snomed.info/sct	SNOMEDCT:1228860003	Spondyloepiphyseal dysplasia Stanescu type (disorder)	20240301	Spondyloepiphyseal dysplasia Stanescu type	SED (spondyloepiphyseal dysplasia) Stanescu type	ORPHA:459051
disorder	http://snomed.info/sct	SNOMEDCT:1228861004	Kaposiform lymphangiomatosis (disorder)	20240301	Kaposiform lymphangiomatosis		ORPHA:464329
disorder	http://snomed.info/sct	SNOMEDCT:1228871002	Proliferating cell nuclear antigen-related progressive neurodegenerative photosensitivity syndrome (disorder)	20240301	PCNA-related progressive neurodegenerative photosensitivity syndrome	Proliferating cell nuclear antigen-related progressive neurodegenerative photosensitivity syndrome	ORPHA:438134
disorder	http://snomed.info/sct	SNOMEDCT:1228875006	Glucagon receptor-related hyperglucagonemia (disorder)	20240301	GCGR-related hyperglucagonemia	Glucagon receptor-related hyperglucagonaemia	ORPHA:438274
disorder	http://snomed.info/sct	SNOMEDCT:1228876007	Severe early-onset pulmonary alveolar proteinosis due to methionyl-transfer ribonucleic acid synthetase 1 deficiency (disorder)	20240301	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	Interstitial lung and liver disease	ORPHA:440427
disorder	http://snomed.info/sct	SNOMEDCT:1228881003	Leukocyte chemotactic factor-2 amyloidosis (disorder)	20240301	ALECT2 amyloidosis	Leukocyte chemotactic factor-2 amyloidosis	ORPHA:439224
disorder	http://snomed.info/sct	SNOMEDCT:1228886008	9q33.3q34.11 microdeletion syndrome (disorder)	20240301	9q33.3q34.11 microdeletion syndrome	Monosomy 9q33.3q34.11	ORPHA:495818
disorder	http://snomed.info/sct	SNOMEDCT:1228890005	16p13.2 microdeletion syndrome (disorder)	20240301	16p13.2 microdeletion syndrome	Monosomy 16p13.2	ORPHA:500055
disorder	http://snomed.info/sct	SNOMEDCT:1229871006	Primary squamous cell carcinoma of nasal cavity and paranasal sinus (disorder)	20240301	Primary squamous cell carcinoma of nasal cavity and paranasal sinus		ORPHA:500464
disorder	http://snomed.info/sct	SNOMEDCT:1229872004	Xq25 microduplication syndrome (disorder)	20240301	Xq25 microduplication syndrome	Xq25 microtriplication	ORPHA:521258
disorder	http://snomed.info/sct	SNOMEDCT:1229873009	17q24.2 microdeletion syndrome (disorder)	20240301	17q24.2 microdeletion syndrome		ORPHA:529962
disorder	http://snomed.info/sct	SNOMEDCT:1229875002	9q21.13 microdeletion syndrome (disorder)	20240301	9q21.13 microdeletion syndrome		ORPHA:531151
disorder	http://snomed.info/sct	SNOMEDCT:1229876001	Lethal brain and heart developmental defects syndrome (disorder)	20240301	Lethal brain and heart developmental defects syndrome		ORPHA:580933
disorder	http://snomed.info/sct	SNOMEDCT:1229882003	11q22.2q22.3 microdeletion syndrome (disorder)	20240301	11q22.2q22.3 microdeletion syndrome	Monosomy 11q22.2q22.3	ORPHA:444002
disorder	http://snomed.info/sct	SNOMEDCT:1229883008	19p13.3 microduplication syndrome (disorder)	20240301	19p13.3 microduplication syndrome		ORPHA:447980
disorder	http://snomed.info/sct	SNOMEDCT:1229891004	20q11.2 microdeletion syndrome (disorder)	20240301	20q11.2 microdeletion syndrome		ORPHA:444051
disorder	http://snomed.info/sct	SNOMEDCT:1229895008	8q24.3 microdeletion syndrome (disorder)	20240301	8q24.3 microdeletion syndrome	Verheij syndrome	ORPHA:508488
disorder	http://snomed.info/sct	SNOMEDCT:1229940001	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to interleukin 7 receptor deficiency (disorder)	20240301	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to IL-7Ralpha deficiency	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to interleukin 7 receptor deficiency	ORPHA:169154
disorder	http://snomed.info/sct	SNOMEDCT:1229941002	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to protein tyrosine phosphatase receptor type C deficiency (disorder)	20240301	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to CD45 deficiency	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to protein tyrosine phosphatase receptor type C deficiency	ORPHA:169157
disorder	http://snomed.info/sct	SNOMEDCT:1229942009	Severe combined immunodeficiency due to coronin 1A deficiency (disorder)	20240301	Severe combined immunodeficiency due to CORO1A deficiency	Severe combined immunodeficiency due to coronin 1A deficiency	ORPHA:228003
disorder	http://snomed.info/sct	SNOMEDCT:1229943004	SIM bHLH transcription factor 1-related Prader-Willi-like syndrome (disorder)	20240301	SIM1-related Prader-Willi-like syndrome	SIM bHLH transcription factor 1-related Prader-Willi-like syndrome	ORPHA:398079
disorder	http://snomed.info/sct	SNOMEDCT:1229946007	MAGE family member L2-related Prader-Willi-like syndrome (disorder)	20240301	MAGEL2-related Prader-Willi-like syndrome	MAGE family member L2-related Prader-Willi-like syndrome	ORPHA:398069
